name,recclass,mass (g),year,reclat,reclong
Mafra,L3-4,600,1941,-26.16667,-49.93333
Magnesia,"Iron, IAB-sHL",5000,1899,37.86667,27.51667
Magombedze,H3-5,666.6,1990,-19.48333,31.65
Mahadevpur,H4/5,70500,2007,27.66667,95.78333
Maigatari-Danduma,H5/6,4629,2004,12.83333,9.38333
Malaga,OC,150,1933,32.21667,-104
Malakal,L5,2000,1970,9.5,31.75
Malampaka,H,470,1930,-3.13333,33.51667
Malvern,Eucrite-pmict,807,1933,-29.45,26.76667
Mamra Springs,L6,1000,1927,45.21667,62.08333
Manbhoom,LL6,1700,1863,23.05,86.7
Manegaon,Diogenite,50,1843,20.96667,76.1
Mangwendi,LL6,22300,1934,-17.65,31.6
Manych,LL3.4,3555,1951,45.81667,44.63333
Mardan,H5,4500,1948,34.23333,72.08333
Mariaville,Iron,340,1898,42.71667,-99.38333
Maribo,CM2,25.81,2009,54.76183,11.46745
Maridi,H6,3200,1941,4.66667,29.25
Marilia,H4,2500,1971,-22.25,-49.93333
Marion (Iowa),L6,28400,1847,41.9,-91.6
Marjalahti,"Pallasite, PMG",45000,1902,61.5,30.5
Marmande,L5,3000,1848,44.5,0.15
Maromandia,L6,6000,2002,-14.2,48.1
Maryville,L6,1443,1983,35.8,-84.1
Mascombes,L6,1000,1836,45.36667,1.86667
Mässing,Howardite,1600,1803,48.13333,12.61667
Mauerkirchen,L6,19000,1768,48.18333,13.13333
Mauritius,L6,220,1801,-20,57
Mayo Belwa,Aubrite,4850,1974,8.96667,12.08333
Mazapil,"Iron, IAB-sLL",4000,1885,24.68333,-101.68333
Maziba,L6,4975,1942,-1.21667,30
Mbale,L5/6,150000,1992,1.06667,34.16667
Medanitos,Eucrite-cm,31,1953,-27.25,-67.5
Meerut,H5,22,1861,29.01667,77.8
Meester-Cornelis,H5,24750,1915,-6.23333,106.88333
Menow,H4,10500,1862,53.18333,13.15
Menziswyl,L5,28.9,1903,46.81867,7.21817
Mern,L6,4000,1878,55.05,12.06667
Meru,LL6,6000,1945,0,37.66667
Merua,H5,71400,1920,25.48333,81.98333
Messina,L5,2405,1955,38.18333,15.56667
Meuselbach,L6,870,1897,50.58333,11.1
Mezel,L6,1300,1949,45.76667,3.25
Mezö-Madaras,L3.7,22700,1852,46.5,25.73333
Mhow,L6,350,1827,25.9,83.61667
Mianchi,H5,1100,1980,34.8,111.7
Middlesbrough,L6,1600,1881,54.56667,-1.16667
Mifflin,L5,3584,2010,42.9075,-90.36556
Mighei,CM2,8000,1889,48.06667,30.96667
Mihonoseki,L6,6380,1992,35.56833,133.22
Mike,L6,224.2,1944,46.23333,17.53333
Milena,L6,10000,1842,46.18333,16.1
Millbillillie,Eucrite-mmict,330000,1960,-26.45,120.36667
Miller (Arkansas),H5,16700,1930,35.4,-92.05
Minamino,L,1040,1632,35.07833,136.93333
Mineo,Pallasite,42,1826,37.28333,14.7
Min-Fan-Zhun,LL6,5500,1952,32.33333,120.66667
Minnichhof,OC,550,1905,47.7,16.6
Mirzapur,L5,8510,1910,25.68333,83.25
Misshof,H5,5800,1890,56.66667,23
Mjelleim,H,100.7,1898,61.73333,5.93333
Mocs,L5-6,300000,1882,46.8,24.03333
Modoc (1905),L6,35000,1905,38.5,-101.1
Mokoia,CV3,4500,1908,-39.63333,174.4
Molina,H5,144000,1858,38.11667,-1.16667
Molteno,Howardite,150,1953,-31.25,26.46667
Monahans (1998),H5,2587,1998,31.60833,-102.85833
Monroe,H4,8600,1849,35.25,-80.5
Monte das Fortes,L5,4885,1950,38.01667,-8.25
Monte Milone,L5,3130,1846,43.26667,13.35
Montferré,H5,149000,1923,43.39056,1.9625
Montlivault,L6,500,1838,47.63333,1.58333
Moore County,Eucrite-cm,1880,1913,35.41667,-79.38333
Mooresfort,H5,3520,1810,52.45,-8.33333
Moorleah,L6,8887.5,1930,-40.975,145.6
Moradabad,L6,70,1808,28.78333,78.83333
Morávka,H5,633,2000,49.6,18.53333
Mornans,H5,1300,1875,44.6,5.13333
Moss,CO3.6,3763,2006,59.43333,10.7
Moti-ka-nagla,H6,1500,1868,26.83333,77.33333
Motta di Conti,H4,9150,1868,45.2,8.5
Mount Browne,H6,11300,1902,-29.8,141.7
Mount Tazerzait,L5,110000,1991,18.7,4.8
Mount Vaisi,Stone-uncl,17000,1637,44.08333,6.86667
Mtola,Stone-uncl,1100,1944,-11.5,33.5
Muddoor,L5,4400,1865,12.63333,77.01667
Mulletiwu,L,25.5,1795,9.33333,80.83333
Muraid,L6,4703,1924,24.5,90.21667
Murchison,CM2,100000,1969,-36.61667,145.2
Murray,CM2,12600,1950,36.6,-88.1
Muzaffarpur,"Iron, IAB-sHL",1245,1964,26.13333,85.53333
Nadiabondi,H5,8165,1956,12,1
Nagai,L6,1810,1922,38.12167,140.06167
Nagaria,Eucrite-cm,20,1875,26.98333,78.21667
Nagy-Borové,L5,6100,1895,49.16667,19.5
Nakhla,Martian (nakhlite),10000,1911,31.31667,30.35
Nakhon Pathom,L6,23200,1923,13.73333,100.08333
Nammianthal,H5,4500,1886,12.28333,79.2
Nan Yang Pao,L6,52900,1917,35.66667,103.5
Nanjemoy,H6,7500,1825,38.41667,-77.16667
Nantong,H6,529,1984,32.11667,121.8
Naoki,H6,17000,1928,19.25,77
Naragh,H6,2700,1974,33.75,51.5
Narellan,L6,367.5,1928,-34.05,150.68889
Nassirah,H4,347,1936,-21.73333,165.9
Nawapali,CM2,105,1890,21.25,83.66667
Neagari,L6,420,1995,36.44917,136.46528
Nedagolla,"Iron, ungrouped",4500,1870,18.68333,83.48333
Nejo,L6,2450,1970,9.5,35.33333
Nerft,L6,10250,1864,56.5,21.5
Neuschwanstein,EL6,6189,2002,47.525,10.80833
New Concord,L6,230000,1860,40,-81.76667
New Halfa,L4,12000,1994,15.36667,35.68333
New Orleans,H5,19256,2003,29.94718,-90.10976
Ngawi,LL3.6,1393,1883,-7.45,111.41667
N'Goureyma,"Iron, ungrouped",37500,1900,13.85,-4.38333
Nikolaevka,H4,3996,1935,52.45,78.63333
Nikolskoe,L4,6000,1954,56.11667,37.33333
Ningbo,"Iron, IVA",14250,1975,29.86667,121.48333
Ningqiang,C3-ung,4610,1983,32.925,105.90667
Nio,H3-4,467,1897,34.2,131.56667
N'Kandhla,"Iron, IID",17200,1912,-28.56667,30.7
Nobleborough,Eucrite-pmict,2300,1823,44.08333,-69.48333
Noblesville,H4-6,483.7,1991,40.08528,-86.055
Nogata,L6,472,860,33.725,130.75
Nogoya,CM2,4000,1879,-32.36667,-59.83333
Norfork,"Iron, IIIAB",1050,1918,36.21667,-92.26667
Norton County,Aubrite,1100000,1948,39.68333,-99.86667
Noventa Vicentina,H4,177,1971,45.29167,11.52722
Novo-Urei,Ureilite,1900,1886,54.81667,46
Novy-Projekt,OC,1001,1908,56,22
Noyan-Bogdo,L6,250,1933,42.91667,102.46667
Nuevo Mercurio,H5,50000,1978,24.3,-102.13333
Nulles,H6,5000,1851,41.63333,0.75
Numakai,H4,363,1925,43.33333,141.86667
Nyaung,"Iron, IIIAB",737.6,1939,21.20833,94.91667
Nyirábrany,LL5,1100,1914,47.55,22.025
Ochansk,H4,500000,1887,57.78333,55.26667
Oesede,H5,1400,1927,52.28333,8.05
Oesel,L6,6000,1855,58.5,23
Ofehértó,L6,3750,1900,47.88333,22.03333
Ogi,H6,14360,1741,33.28333,130.2
Ohaba,H5,16250,1857,46.06667,23.58333
Ohuma,L5,7700,1963,6.75,8.5
Ojuelos Altos,L6,5850,1926,38.18333,-5.4
Okabe,H5,194,1958,36.18333,139.21667
Okano,"Iron, IIAB",4742,1904,35.08333,135.2
Okniny,LL6,12000,1834,50.83333,25.5
Oldenburg (1930),L6,16570,1930,52.95,8.16667
Olivenza,LL5,150000,1924,38.71667,-7.06667
Olmedilla de Alarcón,H5,40000,1929,39.56667,-2.1
Omolon,"Pallasite, PMG",250000,1981,64.02,161.80833
Orgueil,CI1,14000,1864,43.88333,1.38333
Orlando,Eucrite,180,2004,28.5475,-81.36222
Ornans,CO3.4,6000,1868,47.11667,6.15
Ortenau,Stone-uncl,4500,1671,48.5,8
Orvinio,H6,3400,1872,42.13333,12.93333
Oterøy,L6,246,1928,58.88333,9.4
Otomi,H,6510,1867,38.4,140.35
Ottawa,LL6,840,1896,38.6,-95.21667
Ouadangou,L5,4440,2003,12.9,0.08
Oued el Hadjar,LL6,1215.5,1986,30.18,-6.57717
Oum Dreyga,H3-5,17000,2003,24.3,-13.1
Ourique,H4,20000,1998,37.60833,-8.28
Ovambo,L6,121.5,1900,-18,16
Oviedo,H5,205,1856,43.4,-5.86667
Pacula,L6,3400,1881,21.05,-99.3
Padvarninkai,Eucrite-mmict,3858,1929,55.66667,25
Paitan,H6,515,1910,17.74333,120.45583
Palca de Aparzo,L5,1430,1988,-23.11667,-65.1
Palinshih,Iron,18000,1914,43.48333,118.61667
Palmyra,L3,135,1926,39.8,-91.5
Palolo Valley,H5,682,1949,21.3,-157.78333
Pampanga,L5,10500,1859,15.08333,120.7
Pantar,H5,2130,1938,8.06667,124.28333
Paragould,LL5,408000,1930,36.06667,-90.5
Parambu,LL5,2000,1967,-6.23333,-40.7
Paranaiba,L6,100000,1956,-19.13333,-51.66667
Park Forest,L5,18000,2003,41.48472,-87.67917
Parnallee,LL3.6,77600,1857,9.23333,78.35
Parsa,EH3,800,1942,26.2,85.4
Pasamonte,Eucrite-pmict,5100,1933,36.21667,-103.4
Patora,H6,4375,1969,20.93694,82.05
Patrimonio,L6,2121,1950,-19.53333,-48.56667
Patti,Iron,12,1922,38.13333,14.96667
Patwar,Mesosiderite-A1,37350,1935,23.15,91.18333
Pavel,H5,2968,1966,43.46667,25.51667
Pavlodar (stone),H5,142.5,1938,52.3,77.03333
Pavlograd,L6,40000,1826,48.53333,35.98333
Pavlovka,Howardite,2000,1882,52.03333,43
Peace River,L6,45760,1963,56.13333,-117.93333
Peckelsheim,Diogenite-pm,117.8,1953,51.66667,9.25
Peekskill,H6,12570,1992,41.28333,-73.91667
Peña Blanca Spring,Aubrite,70000,1946,30.125,-103.11667
Peramiho,Eucrite-mmict,165,1899,-10.66667,35.5
Perpeti,L6,23474,1935,23.325,91
Pervomaisky,L6,66000,1933,56.63333,39.43333
Pesyanoe,Aubrite,3393,1933,55.5,66.08333
Pétèlkolé,H5,189,1995,14.052,0.42
Petersburg,Eucrite-pmict,1800,1855,35.3,-86.63333
Phillips County (stone),L6,57900,1901,40,-99.25
Phu Hong,H4,500,1887,11.25,108.58333
Phum Sambo,H4,7800,1933,12,105.48333
Phuoc-Binh,L5,11000,1941,15.71667,108.1
Piancaldoli,LL3.4,13.1,1968,44.24417,11.50222
Pillistfer,EL6,23250,1863,58.66667,25.73333
Piplia Kalan,Eucrite-mmict,42000,1996,26.03472,73.94167
Piquetberg,H,37,1881,-32.86667,18.71667
Pirgunje,L6,842,1882,25.8,88.45
Pirthalla,H6,1161,1884,29.58333,76
Pitts,"Iron, IAB-ung",3760,1921,31.95,-83.51667
Plantersville,H6,2085,1930,30.7,-96.11667
Pleşcoi,L5-6,6913,2008,45.275,26.70972
Ploschkovitz,L5,39,1723,50.53333,14.11667
Pnompehn,L6,96,1868,11.58333,104.91667
Pohlitz,L5,3000,1819,50.93333,12.13333
Pokhra,H5,350,1866,26.71667,82.66667
Pollen,CM2,253.6,1942,66.34833,14.015
Pontlyfni,Winonaite,157,1931,53.03639,-4.31944
Portales Valley,H6,71400,1998,34.175,-103.295
Portugal,Stone-uncl,4500,1796,38.5,-8
Po-wang Chen,LL,665,1933,31.41667,118.5
Prambachkirchen,L6,2125,1932,48.3025,13.94083
Pribram,H5,5555,1959,49.66667,14.03333
Pricetown,L6,900,1893,39.11667,-83.85
Puerto Lápice,Eucrite-br,500,2007,39.35,-3.51667
Pulsora,H5,560,1863,23.36667,75.18333
Pultusk,H5,250000,1868,52.76667,21.26667
Punganaru,Stone-uncl,100,1811,13.33333,78.95
Putinga,L6,300000,1937,-29.03333,-53.05
Qidong,L/LL5,1275,1982,32.08333,121.5
Qingzhen,EH3,2600,1976,26.53333,106.46667
Queen's Mercy,H6,7000,1925,-30.11667,28.7
Quenggouk,H4,6045,1857,17.76667,95.18333
Quesa,"Iron, IAB-ung",10750,1898,39,-0.66667
Quija,H,17450,1990,44.61667,126.13333
Quincay,L6,65,1851,46.6,0.25
Raco,H5,5000,1957,-26.66667,-65.45
Raghunathpura,"Iron, IIAB",10200,1986,27.72528,76.465
Rahimyar Khan,L5,67225,1983,28.225,70.2
Rakovka,L6,9000,1878,52.98333,37.03333
Ramnagar,L6,3766,1940,26.45,82.9
Rampurhat,LL,100,1916,24.16667,87.76667
Ramsdorf,L6,4682,1958,51.88333,6.93333
Ranchapur,H4,290.4,1917,23.98333,87.08333
Rancho de la Presa,H5,300,1899,19.86667,-100.81667
Rangala,L6,3224.5,1937,25.38333,72.01667
Raoyang,L6,4910,1919,38.2,115.7
Rasgrad,Stone-uncl,24700,1740,43.5,26.53333
Ratyn,Stone-uncl,910,1880,52.2,17.98333
Red Canyon Lake,H5,18.41,2007,38.13742,-119.75812
Reliegos,L5,17300,1947,42.475,-5.33333
Rembang,"Iron, IVA",10000,1919,-6.73333,111.36667
Renazzo,CR2,1000,1824,44.76667,11.28333
Renca,L5,300,1925,-32.75,-65.28333
Renqiu,L6,355,1916,38.66667,116.13333
Repeev Khutor,"Iron, IIF",7000,1933,48.6,45.66667
Rewari,L6,3332,1929,28.2,76.66667
Rich Mountain,L6,668,1903,35.03333,-83.03333
Uzcudun,L,20000,1948,-44.11667,-66.15
Richardton,H5,90000,1918,46.88333,-102.31667
Richland Springs,OC,1900,1980,31.25,-99.03333
Richmond,LL5,1800,1828,37.46667,-77.5
Rio Negro,L4,1310,1934,-26.1,-49.8
Rivolta de Bassi,Stone-uncl,103.3,1490,45.48333,9.51667
Rochester,H6,340,1876,41.08333,-86.28333
Rockhampton,Stone-uncl,1641,1895,-23.38333,150.51667
Roda,Diogenite,400,1871,42.3,0.55
Rodach,Stone-uncl,2900,1775,50.35,10.8
Rose City,H5,10600,1921,44.51667,-83.95
Rowton,"Iron, IIIAB",3500,1876,52.76667,-2.51667
Ruhobobo,L6,465.5,1976,-1.45,29.83333
Rumuruti,R3.8-6,67,1934,0.26667,36.53333
Rupota,L4-6,6000,1949,-10.26667,38.76667
Ryechki,L5,13000,1914,51.13333,34.5
Sabetmahet,H5,1250,1855,27.43333,82.08333
Sabrum,LL6,478,1999,23.08333,91.66667
Saint-Sauveur,EH5,14000,1914,43.73333,1.38333
Saint-Séverin,LL6,271000,1966,45.3,0.23333
Sakauchi,Iron,4180,1913,35.66667,136.3
Salem,L6,61.4,1981,44.97917,-122.96944
Salles,L5,9000,1798,46.05,4.63333
Salzwedel,LL5,43,1985,52.75,11.05
Samelia,"Iron, IIIAB",2462,1921,25.66667,74.86667
San Juan Capistrano,H6,56,1973,33.48472,-117.6625
San Michele,L6,237,2002,43.66667,13
San Pedro de Quiles,L6,282,1956,-31.01667,-71.4
San Pedro Jacuaro,LL6,460,1968,19.76667,-100.65
Santa Barbara,L4,400,1873,-29.2,-51.86667
Santa Cruz,CM2,60,1939,24.16667,-99.33333
Santa Isabel,L6,5500,1924,-33.9,-61.7
Santa Lucia (2008),L6,4000,2008,-31.535556,-68.489444
São Jose do Rio Preto,H4,927,1962,-20.81,-49.38056
Saratov,L4,200000,1918,52.55,46.55
Sasagase,H,695,1688,34.71667,137.78333
Sauguis,L6,4000,1868,43.15,-0.85
Savtschenskoje,LL4,2500,1894,47.21667,29.86667
Sayama,CM2,430,1986,35.86667,139.4
Sazovice,L5,412,1934,49.23333,17.56667
Schellin,L,7000,1715,53.35,15.05
Schenectady,H5,283.3,1968,42.86083,-73.95028
Schönenberg,L6,8000,1846,48.11667,10.46667
Searsmont,H5,5400,1871,44.36667,-69.2
Sediköy,L6,240,1917,38.3,27.13333
Segowlie,LL6,6930,1853,26.75,84.78333
Selakopi,H5,1590,1939,-7.23333,107.33333
Seldebourak,H5,150,1947,22.83333,4.98333
Semarkona,LL3.00,691,1940,22.25,79
Sena,H4,4000,1773,41.71667,-0.05
Senboku,H6,866,1993,39.43833,140.51167
Seoni,H6,20000,1966,21.68389,79.50083
Seres,H4,8500,1818,41.05,23.56667
Serra de Magé,Eucrite-cm,1800,1923,-8.38333,-36.76667
Sete Lagoas,H4,350,1908,-19.46667,-44.21667
Sevilla,LL4,180,1862,37.41667,-6
Sevrukovo,L5,101000,1874,50.61667,36.6
Sfax,L6,7000,1989,34.75,10.71667
Shalka,Diogenite,4000,1850,23.1,87.3
Sharps,H3.4,1265,1921,37.83333,-76.7
Shelburne,L5,18600,1904,44.05,-80.16667
Shergotty,Martian (shergottite),5000,1865,24.55,84.83333
Sheyang,L6,605,1976,33.65,120.06667
Shikarpur,L6,3679.7,1921,25.85,87.5775
Shuangyang,H5,3900,1971,43.5,125.66667
Shupiyan,H6,5000,1912,33.71667,74.83333
Shytal,L6,3200,1863,24.33333,90.16667
Siena,LL5,3700,1794,43.11667,11.6
Sikhote-Alin,"Iron, IIAB",23000000,1947,46.16,134.65333
Silao,H5,1710,1995,20.93333,-101.38333
Simmern,H5,1222,1920,49.98333,7.53333
Sinai,L6,1455,1916,30.9,32.48333
Sindhri,H5,8400,1901,26.21667,69.55
Sinnai,H6,2000,1956,39.3,9.2
Sioux County,Eucrite-mmict,4100,1933,42.58333,-103.66667
Sitathali,H5,1600,1875,20.91667,82.58333
Sivas,H6,40000,1989,39.82467,36.13583
Sixiangkou,L5,630,1989,32.43333,119.86667
Ski,L6,850,1848,59.73333,10.86667
Slavetic,H5,1708,1868,45.68333,15.6
Slobodka,L4,2750,1818,55,35
Soheria,OC,72.9,1960,27.13333,84.06667
Soko-Banja,LL4,80000,1877,43.66667,21.86667
Sologne,H5,54,1860,47.36667,1.73333
Sołtmany,L6,1066,2011,54.00883,22.005
Sone,H5,17100,1866,35.16667,135.33333
Songyuan,L6,36900,1993,45.25,125
Sopot,OC,958,1927,44.41667,23.5
Soroti,"Iron, ungrouped",2050,1945,1.7,33.63333
St. Caprais-de-Quinsac,L6,360,1883,44.75,0.05
St. Christophe-la-Chartreuse,L6,5500,1841,46.95,-1.5
St. Denis Westrem,L6,700,1855,51.05,3.75
St. Germain-du-Pinel,H6,4000,1890,48.01667,-1.15
St. Louis,H4,1000,1950,38.7,-90.23333
St. Mark's,EH5,13780,1903,-32.01667,27.41667
St. Mary's County,LL3.3,24.3,1919,38.16667,-76.38333
St. Mesmin,LL6,8300,1866,48.45,3.93333
St. Michel,L6,17000,1910,61.65,27.2
St.-Chinian,L6,134.3,1959,43.43333,2.95
Ställdalen,H5,34000,1876,59.93333,14.95
Stannern,Eucrite-mmict,52000,1808,49.28333,15.56667
Stavropol,L6,1500,1857,45.05,41.98333
Ste. Marguerite,H4,4960,1962,50.76667,3
Sterlitamak,"Iron, IIIAB",325000,1990,53.66667,55.98333
Stratford,L6,50,1974,41.2,-73.13333
Strathmore,L6,13400,1917,56.58333,-3.25
Stretchleigh,Stone-uncl,10400,1623,50.38333,-3.95
St-Robert,H5,25400,1994,45.96861,-72.97806
Success,L6,3500,1924,36.48333,-90.66667
Suchy Dul,L6,815.3,1969,50.53806,16.26333
Suizhou,L6,260000,1986,31.61667,113.46667
Sulagiri,LL6,110000,2008,12.66667,78.03333
Sultanpur,L/LL6,1710.5,1916,25.93333,84.28333
Sungach,H5,637,1935,44.86667,133.16667
Supuhee,H6,7235,1865,26.71667,84.21667
Sutter's Mill,C,992.5,2012,38.80389,-120.90806
Sylacauga,H4,5560,1954,33.18836,-86.2945
Tabor,H5,7540,1753,49.4,14.65
Tadjera,L5,9000,1867,36.18333,5.41667
Tagish Lake,C2-ung,10000,2000,59.70444,-134.20139
Tahara,H4/5,1000,1991,34.72,137.305
Takenouchi,H5,720,1880,35.38333,134.9
Tambakwatu,L6,10500,1975,-7.75,112.76667
Tamdakht,H5,100000,2008,31.16333,-7.015
Tané,L5,905,1918,35.43333,136.23333
Taonan,L5,3850,1965,45.4,122.9
Tatahouine,Diogenite,12000,1931,32.95,10.41667
Tathlith,L6,2500,1967,19.38333,43.73333
Tauk,L6,6000,1929,35.13333,44.45
Tauti,L6,21000,1937,46.71667,23.5
Tenham,L6,160000,1879,-25.73333,142.95
Tennasilm,L4,28500,1872,58.03333,26.95
Thal,H6,342,1950,33.4,70.6
Thika,L6,14200,2011,-1.00278,37.15028
Thuathe,H4/5,45300,2002,-29.33333,27.58333
Tianzhang,H5,2232,1986,32.94667,118.99
Tieschitz,H/L3.6,28000,1878,49.6,17.11667
Tilden,L6,74800,1927,38.2,-89.68333
Tillaberi,L6,3000,1970,14.25,1.53333
Timochin,H5,65500,1807,54.5,35.2
Tirupati,H6,230,1934,13.63333,79.41667
Tissint,Martian (shergottite),7000,2011,29.48195,-7.61123
Tjabe,H6,20000,1869,-7.08333,111.53333
Tjerebon,L5,16500,1922,-6.66667,106.58333
Tomakovka,LL6,600,1905,47.85,34.76667
Tomatlan,H6,900,1879,20.16667,-105.21667
Tomita,L,600,1916,34.5,133.75
Tomiya,H4/5,27.5,1984,38.36667,140.86556
Torino,H6,977,1988,45.06667,7.66667
Torrington,H6,259.1,1944,42.06667,-104.16667
Toulouse,H6,1030,1812,43.6,1.4
Tounkin,OC,2000,1824,51.73333,102.53333
Tourinnes-la-Grosse,L6,14500,1863,50.78333,4.76667
Trebbin,LL6,1250,1988,52.21667,13.16667
Trenzano,H3/4,11800,1856,45.46667,10
Treysa,"Iron, IIIAB-an",63000,1916,50.91667,9.18333
Tromøy,H,357.4,1950,58.47333,8.86667
Troup,L6,1020,1917,32.16667,-95.1
Trysil,L/LL6,640,1927,61.3,12.3
Tsukuba,H5-6,800,1996,36.06333,140.145
Tuan Tuc,L6,13100,1921,9.66667,105.66667
Tugalin-Bulen,H6,10000,1967,45.46667,105.38333
Turtle Lake,L5,89.3,1996,45.34583,-92.05167
Tuxtuac,LL5,30000,1975,21.66667,-103.36667
Tysnes Island,H4,19860,1884,60,5.61667
Tyumen,Iron,750,1903,57.16667,65.53333
Uberaba,H5,40000,1903,-19.81667,-48.78333
Ucera,H5,4590,1970,11.05,-69.85
Uchkuduk,L6,1000,1989,41.76667,62.51667
Udei Station,"Iron, IAB-ung",103000,1927,7.95,8.08333
Uden,LL7,710,1840,51.65,5.61667
Udipi,H5,3600,1866,13.48333,74.78333
Ufana,EL6,189.2,1957,-4.26667,35.35
Ulmiz,L,76.5,1926,46.93333,7.21667
Umbala,LL5,100,1822,30.33333,76.33333
Umm Ruaba,L5,1700,1966,13.46667,31.21667
Undulung,L4,113.4,1986,66.13889,124.76667
Unkoku,OC,1000,1924,34.8,127
Urasaki,Stone-uncl,1500,1926,34.48333,133.28333
Usti Nad Orlici,L6,1269,1963,49.975,16.375
Utrecht,L6,9700,1843,52.11667,5.18333
Utzenstorf,H5,3422,1928,47.11667,7.55
Vago,H6,40,1668,45.41667,11.13333
Valdavur,H6,2799,1944,11.98333,79.75
Valdinizza,L6,1004,1903,44.86667,9.15
Valera,L5,50000,1972,9.31667,-70.62833
Varre-Sai,L5,2500,2010,-20.85001,-41.73356
Vavilovka,LL6,1932,1876,46.15,32.83333
Vengerovo,H5,10800,1950,56.13333,77.26667
Veramin,Mesosiderite-B2,54000,1880,35.33333,51.63333
Verkhne Tschirskaia,H5,8000,1843,48.41667,43.2
Vernon County,H6,1500,1865,43.5,-91.16667
Vetluga,Eucrite-mmict,750,1949,57.8,45.8
Vigarano,CV3,15000,1910,44.85,11.4
Villalbeto de la Peña,L6,3500,2004,42.8,-4.66667
Virba,L6,3600,1873,43.53333,22.63333
Vishnupur,LL4-6,2437,1906,23.1,87.43333
Vissannapeta,Eucrite-cm,1303.8,1997,16.83333,80.75
Visuni,H6,594,1915,25.45,70
Vouillé,L6,20000,1831,46.63333,0.16667
Walters,L6,28100,1946,34.33333,-98.3
Warrenton,CO3.7,1600,1877,38.68333,-91.15
Washougal,Howardite,225,1939,45.58333,-122.35
Werdama,H5,4000,2006,32.79732,21.78713
Wessely,H5,3750,1831,48.95,17.38333
Weston,H4,150000,1807,41.266667,-73.266667
Wethersfield (1971),L6,350,1971,41.7,-72.65
Wethersfield (1982),L6,2756,1982,41.71056,-72.67361
Whetstone Mountains,H5,2138.74,2009,31.96185,-110.434183
Wiluna,H5,150000,1967,-26.59278,120.32833
Witklip Farm,H5,22,1918,-26,30
Witsand Farm,LL4,66,1932,-28.66667,18.91667
Wittekrantz,L5,2200,1880,-32.5,23
Wolamo,OC,166.4,1964,9,39
Wold Cottage,L6,25000,1795,54.13667,-0.41333
Woolgorong,L6,36000,1960,-27.75,115.83333
Worden,L5,1551,1997,42.38467,-83.6115
Wuan,H6,50000,1986,36.75,114.25
Xi Ujimgin,L/LL6-an,5900,1980,44.66667,117.5
Xingyang,H6,75500,1977,32.33333,114.31667
Yafa,H5,5700,2000,13.71111,45.17
Yangchiang,H5,20000,1954,21.83333,111.83333
Yanzhuang,H6,3500,1990,24.56667,114.16667
Yardymly,"Iron, IAB complex",150200,1959,38.93333,48.25
Yatoor,H5,13600,1852,14.3,79.76667
Yonozu,H4/5,31650,1837,37.75,139
Yorktown (New York),L5,250,1869,41.28333,-73.81667
Yukan,LL6,4800,1931,28.71667,116.61667
Yurtuk,Howardite,1472,1936,47.31667,35.36667
Zaborzika,L6,3867,1818,50.28333,27.68333
Zabrodje,L6,3000,1893,55.18333,27.91667
Zag,H3-6,175000,1998,27.33333,-9.33333
Zagami,Martian (shergottite),18000,1962,11.73333,7.08333
Zaisan,H5,463,1963,47.5,83
Zaisho,"Pallasite, PMG-an",330,1898,33.7,133.8
Zaoyang,H5,14250,1984,32.3,112.75
Zavetnoe,L6,800,1952,47.13333,43.9
Zavid,L6,95000,1897,44.4,19.11667
Zebrak,H5,2000,1824,49.88333,13.91667
Zemaitkiemis,L6,44100,1933,55.3,25
Zhaodong,L4,42000,1984,45.81667,125.91667
Zhovtnevyi,H6,107000,1938,47.58333,37.25
Zhuanghe,H5,2900,1976,39.66667,122.98333
Zmenj,Howardite,246,1858,51.83333,26.83333
Zomba,L6,7500,1899,-15.18333,35.28333
Zsadany,H5,552,1875,46.93333,21.5
Zvonkov,H6,2568,1955,50.2,30.25
Abajo,H5,331,1982,26.8,-105.41667
Abar al' Uj 001,H3.8,194.34,2008,22.72192,48.95937
Abbott,H3-6,21100,1951,36.3,-104.28333
Abernathy,L6,2914,1941,33.85,-101.8
Abu Moharek,H4,4500,1997,27.23944,29.83583
Acfer 001,L6,6700,1989,27.5,3.61667
Acfer 002,H5,228,1989,27.61667,3.85
Acfer 003,H5,145,1989,27.81667,4.03333
Acfer 004,L6,1020,1989,27.58333,3.81667
Acfer 005,H3.9/4,115,1989,27.6,3.83333
Acfer 006,H3.9/4,561,1989,27.63333,3.96667
Acfer 007,L5,542,1989,27.51667,3.65
Acfer 008,H5,205,1989,27.53333,3.7
Acfer 009,L6,127,1989,27.73333,4.08333
Acfer 010,L6,276,1989,27.75,4.1
Acfer 011,H5,3800,1989,27.75,4.16667
Acfer 012,H6,98,1989,27.8,4.16667
Acfer 013,H5,490,1989,27.83333,4.28333
Acfer 014,H5,307,1989,27.8,4.46667
Acfer 015,L6,98,1989,27.78333,4.28333
Acfer 016,H4-5,111,1989,27.71667,4.48333
Acfer 017,L5,446,1989,27.73333,4.4
Acfer 018,H5,207,1989,27.7,4.08333
Acfer 019,L6,581,1989,27.7,4.06667
Acfer 020,H5,708,1989,27.7,4.06667
Acfer 021,H6,2140,1989,27.55,3.61667
Acfer 022,H3.7,192,1989,27.51667,3.83333
Acfer 023,H3.8,118,1989,27.51667,3.91667
Acfer 024,H5,1464,1989,27.55,3.93333
